Age,Gender,Weight_kg,Height_m,Max_BPM,Avg_BPM,Resting_BPM,Fat_Percentage,Water_Intake_liters,Workout_Frequency_days_per_week,Experience_Level,BMI,Daily_meals_frequency,Carbs,Proteins,Fats,Calories,sugar_g,sodium_mg,cholesterol_mg,Burns_Calories_per_30_min,Difficulty_Level,lean_mass_kg
46.81,Female,73.8,1.8,173.14,140.01,50.28,24.071989155993187,3.7,3.01,1.0,22.78,3.02,177.81,70.07,46.7,2229.0,38.1,502.32,216.93,340.05,Advanced,56.03487200287702
18.15,Male,57.96,1.61,175.04,150.41,70.97,23.299791841297147,2.71,3.96,3.01,22.36,3.02,232.19,91.98,61.77,1755.0,30.28,291.62,266.07,335.05,Beginner,44.455440648784176
45.93,Male,63.01,1.61,187.34,151.85,68.12,28.129061499265298,2.19,4.02,1.99,24.31,4.02,255.29,103.29,68.06,1949.0,32.61,1738.02,30.53,363.63,Advanced,45.28587834931294
47.36,Female,45.47,1.93,165.8,159.2,64.77,17.48269804825777,2.02,2.99,2.0,12.21,3.0,285.32,114.27,76.15,1325.0,1.12,675.33,95.0,357.35,Intermediate,37.52061719745719
59.16,Male,60.56,1.73,185.35,154.22,54.89,23.86098902630378,2.5,2.99,2.01,20.23,3.98,368.15,146.04,97.54,1663.0,7.55,2224.2,252.65,352.7,Beginner,46.10978504567044
45.11,Female,71.27,1.68,172.1,144.14,62.84,27.08045672349949,1.6,3.01,1.0,25.25,3.0,271.17,109.21,72.61,2024.0,36.14,1255.51,237.93,360.88,Intermediate,51.96975849316191
32.18,Male,89.4,1.92,199.09,167.77,66.91,24.92492924702924,3.48,3.99,2.98,24.25,4.01,336.96,134.23,89.96,2486.0,24.64,2103.91,184.61,336.56,Beginner,67.11711325315586
51.92,Male,63.13,1.54,184.88,165.3,67.08,25.307657108181285,1.8,3.0,1.99,26.62,3.0,178.29,71.99,47.61,1645.0,44.01,1228.41,15.84,358.74,Intermediate,47.15327606760516
46.08,Female,44.48,1.77,185.13,162.09,58.24,17.63618236547713,3.61,2.99,1.99,14.2,2.99,238.31,95.09,64.02,1270.0,21.9,2465.21,235.6,341.72,Advanced,36.635426083835775
46.01,Female,104.25,1.77,193.96,147.86,53.84,33.848805342766966,2.9,2.02,1.0,33.28,2.99,166.46,66.06,43.72,2770.0,35.24,1057.98,245.21,335.36,Advanced,68.96262043016544
35.67,Male,78.47,1.64,195.86,163.91,70.09,27.335470620275583,2.61,3.97,2.0,29.18,3.02,316.74,127.54,84.39,2264.0,13.98,1420.41,72.95,354.77,Advanced,57.01985620426975
57.18,Female,121.94,1.88,164.79,133.81,57.98,34.67588408288739,3.6,3.01,1.0,34.5,2.99,199.33,78.54,53.12,3139.0,37.64,1410.38,242.27,366.66,Advanced,79.6562269493271
37.54,Male,123.58,1.76,168.33,158.38,50.04,33.27395040377509,2.81,1.99,1.0,39.9,3.01,222.29,88.37,58.3,3369.0,3.49,382.19,108.57,279.72,Advanced,82.46005209101475
47.03,Male,98.32,1.9,198.99,147.86,64.34,26.88588168655004,3.0,3.02,1.0,27.24,3.0,236.78,94.3,63.09,2643.0,32.51,1250.41,240.75,346.12,Intermediate,71.885801125784
18.71,Female,64.57,1.63,197.0,132.16,57.19,27.36788664296546,2.69,5.02,3.01,24.3,2.01,299.4,119.37,80.18,1905.0,16.03,1557.51,292.14,344.45,Intermediate,46.8985555946372
53.77,Male,85.79,1.76,188.89,157.79,68.19,29.05432715588013,3.4,3.01,2.02,27.7,2.99,296.08,118.04,79.36,2315.0,15.78,2427.53,234.19,336.38,Advanced,60.86429273297044
31.96,Male,84.94,1.64,177.97,122.54,69.21,34.51853088973027,3.51,4.04,3.0,31.58,3.0,196.3,78.65,52.78,2271.0,16.25,1521.81,221.66,369.88,Beginner,55.61995986226311
31.11,Male,43.21,1.6,162.93,162.68,69.93,22.24139714412762,1.92,3.0,2.02,16.88,3.0,192.43,76.81,51.3,1245.0,24.37,1415.46,150.77,347.12,Advanced,33.599492294022454
37.85,Female,61.49,1.54,182.9,130.89,69.09,26.8570390743216,2.71,3.01,2.03,25.93,2.0,193.42,78.37,52.52,1665.0,0.89,1458.12,91.86,364.44,Advanced,44.97560667319965
34.24,Female,92.13,1.76,175.32,142.97,73.26,28.67387925021467,3.48,3.0,1.0,29.74,4.01,166.62,67.12,44.46,2330.0,27.45,2376.53,30.7,358.81,Beginner,65.71275504677722
57.9,Male,45.34,1.67,186.8,128.69,69.99,25.60852646791988,1.78,3.99,1.99,16.26,1.98,413.65,165.39,110.23,1467.0,4.49,630.75,126.3,362.09,Beginner,33.72909409944513
31.6,Male,97.33,1.96,189.55,136.96,50.1,25.596606836267263,3.41,3.0,2.01,25.34,3.01,277.04,109.91,74.08,2575.0,12.35,177.78,214.5,372.55,Intermediate,72.41682256626108
53.99,Male,59.13,1.59,186.12,165.71,73.12,28.2370779074386,1.9,2.01,1.0,23.39,2.99,199.09,80.11,53.39,1398.0,36.59,986.07,253.11,355.15,Beginner,42.43341583333156
33.61,Female,52.06,1.78,171.0,129.9,53.1,19.2490001427566,2.7,4.0,1.99,16.43,1.98,212.05,84.01,56.42,1258.0,13.5,721.37,3.45,360.36,Intermediate,42.03897052568092
39.02,Male,55.16,1.71,184.24,147.93,58.98,21.31177382065847,2.71,4.98,3.0,18.86,3.02,203.36,82.48,54.51,1522.0,7.54,1194.97,183.98,340.34,Intermediate,43.40442556052479
54.94,Male,52.0,1.68,180.12,166.74,49.83,18.64990726812525,3.01,3.0,1.01,18.42,2.0,215.61,86.84,57.81,1180.0,20.93,51.37,134.65,362.69,Intermediate,42.30204822057487
32.18,Female,108.46,1.8,171.94,137.96,53.27,35.0,3.51,2.99,1.0,33.48,4.0,396.72,158.2,105.39,3008.0,48.51,1605.16,237.35,191.52,Beginner,70.499
58.04,Female,82.21,1.87,170.79,142.86,54.99,21.77647624465349,3.49,3.99,3.02,23.51,2.99,254.23,102.35,67.46,2365.0,-0.17,2320.04,232.71,335.45,Beginner,64.30755887927036
40.0,Male,92.99,1.93,187.87,156.68,60.03,27.495951958648742,2.0,3.03,1.0,24.96,2.01,257.93,103.09,68.31,2613.0,11.01,1584.16,250.29,361.0,Beginner,67.42151427365253
23.99,Female,69.99,1.75,165.69,146.1,59.84,23.20282871683092,2.0,3.02,1.02,22.85,2.0,284.95,114.46,76.42,1957.0,26.13,499.76,283.89,363.49,Beginner,53.75034018109004
18.0,Female,118.73,1.64,188.06,133.7,66.68,35.0,2.68,2.99,1.0,44.14,4.0,202.68,81.73,54.17,3247.0,36.86,1862.41,198.2,375.51,Advanced,77.17450000000001
25.24,Male,65.34,1.77,160.06,141.05,58.06,26.705475662302234,2.61,3.01,1.01,20.86,4.0,286.98,114.73,76.32,1668.0,25.0,204.3,174.61,349.57,Intermediate,47.89064220225172
45.83,Female,47.66,1.72,171.13,146.74,57.12,24.070781062308555,1.97,2.98,1.0,16.11,3.0,240.4,95.98,63.31,1390.0,37.32,1608.81,287.03,326.26,Advanced,36.18786574570374
45.32,Female,85.01,1.86,186.05,135.97,66.03,23.4051431516812,3.47,4.99,2.98,24.57,2.0,258.45,102.88,68.51,2376.0,30.4,1968.72,303.55,180.17,Beginner,65.1132878067558
44.11,Female,48.06,1.76,189.09,123.5,52.01,20.2379344231128,2.62,2.0,1.0,15.52,2.0,276.25,109.56,73.76,1286.0,28.08,1235.41,291.09,363.22,Beginner,38.33364871625199
55.36,Male,85.92,1.77,175.55,156.72,61.0,31.64923290198848,2.77,3.02,1.98,27.43,2.98,254.72,101.38,67.72,2242.0,9.41,1727.23,57.51,337.47,Advanced,58.7269790906115
20.96,Female,80.52,1.9,193.81,136.75,55.03,26.07581305326384,3.5,4.01,3.0,22.3,3.01,160.14,64.14,42.56,2195.0,38.45,921.42,220.46,354.28,Intermediate,59.52375532951195
39.78,Male,56.75,1.79,198.0,152.64,56.98,20.35016928919577,2.7,4.99,2.99,17.71,3.01,220.42,87.49,58.22,1722.0,28.6,226.47,251.08,333.97,Intermediate,45.2012789283814
46.86,Male,42.89,1.62,178.83,131.59,63.94,17.000805854491436,2.3,2.99,1.0,16.34,3.99,348.27,139.49,92.54,1323.0,48.48,612.44,93.96,329.07,Intermediate,35.59835436900862
42.34,Female,63.8,1.76,182.7,133.95,58.87,22.003267909588104,3.3,2.98,2.0,20.6,4.0,409.27,163.66,109.16,1850.0,20.35,2004.59,250.89,342.31,Advanced,49.76191507368279
18.81,Male,95.79,1.85,190.55,142.92,49.94,29.7170064726118,2.27,4.0,2.0,27.99,1.99,297.42,118.72,79.17,2666.0,25.32,854.87,295.4,359.7,Advanced,67.32407949988516
39.97,Male,58.64,1.98,197.84,137.81,74.14,19.08064498302724,2.5,3.0,2.0,14.96,3.0,354.5,141.75,94.14,1541.0,10.3,1769.79,188.49,367.94,Beginner,47.45110978195283
40.17,Male,70.85,1.55,170.68,162.7,74.0,28.233979297839912,1.5,3.01,1.01,29.49,3.99,280.49,111.98,75.13,1788.0,37.6,1911.74,147.15,354.7,Intermediate,50.846225667480425
34.0,Female,109.95,1.86,188.2,138.96,61.92,30.43176111311684,3.6,2.03,1.01,31.78,3.0,233.72,94.36,62.6,2794.0,23.51,2416.29,259.55,358.96,Beginner,76.49027865612804
54.3,Male,86.42,1.76,189.3,157.98,67.86,28.975332678246343,3.4,3.01,1.99,27.9,3.01,295.14,117.84,78.89,2429.0,15.73,2449.06,229.77,338.2,Intermediate,61.37951749945951
32.51,Female,46.04,1.89,193.05,144.42,50.01,19.30826891585817,2.89,3.0,1.99,12.89,2.98,178.49,71.25,48.04,1469.0,15.87,2259.22,32.68,338.35,Beginner,37.1504729911389
23.25,Male,71.43,1.72,163.55,169.37,74.1,26.965808794947648,1.49,1.99,1.0,24.14,3.01,282.02,113.19,75.3,1873.0,23.01,481.09,243.98,340.02,Intermediate,52.16832277776889
57.94,Female,63.04,1.78,176.4,153.65,72.94,20.338015414714704,2.68,4.01,3.01,19.9,3.01,308.51,124.48,82.91,1690.0,18.28,2438.93,281.52,356.63,Intermediate,50.218915082563846
50.91,Female,64.68,1.6,168.86,125.14,55.09,26.34314739310602,2.51,3.98,1.98,25.27,3.0,210.67,83.31,56.01,1782.0,39.5,1102.55,43.91,338.9,Intermediate,47.64125226613904
42.9,Male,61.05,1.88,175.2,163.57,67.82,22.511217708063093,2.87,3.0,1.01,17.27,3.0,168.56,67.93,44.78,1763.0,8.25,2169.28,300.98,365.76,Intermediate,47.30690158922748
18.26,Male,83.36,1.96,183.0,149.76,66.84,23.627206137852333,3.49,3.98,2.97,21.7,3.01,198.19,79.15,52.56,2382.0,27.98,686.07,29.75,333.34,Beginner,63.664360963486295
29.72,Female,100.74,1.68,182.12,134.34,60.96,31.96989624125589,2.91,3.99,2.01,35.69,4.01,196.16,77.59,52.03,2807.0,33.23,450.62,109.68,370.14,Beginner,68.53352652655882
48.06,Male,52.42,1.66,173.97,130.32,71.23,20.214440758597284,1.8,3.03,1.01,19.02,2.98,204.24,81.48,54.19,1487.0,45.66,1378.86,278.13,334.76,Beginner,41.82359015434331
58.06,Male,46.07,1.67,187.19,129.06,70.15,19.710533753307462,1.82,4.02,2.01,16.52,1.99,413.0,165.52,110.43,1343.0,5.02,602.6,127.24,361.64,Intermediate,36.98935709985125
30.87,Male,42.8,1.6,162.94,163.29,69.84,20.55882732915611,1.9,3.01,2.0,16.72,3.0,192.46,76.76,51.35,1201.0,24.47,1392.35,150.49,347.03,Beginner,34.000821903121185
57.81,Male,66.47,1.63,166.96,121.42,52.85,23.95865884943888,2.01,2.98,2.0,25.02,3.0,247.02,98.72,65.34,1783.0,21.29,1734.0,11.2,332.57,Beginner,50.54467946277798
54.14,Male,56.18,1.75,196.04,154.03,66.06,23.074935670856345,2.7,4.99,3.02,18.34,2.98,293.83,117.83,78.19,1652.0,18.42,1642.17,136.09,354.05,Beginner,43.2165011401129
24.23,Male,87.1,1.74,187.06,158.22,66.95,25.759099573613696,3.5,3.98,3.0,28.77,3.01,299.67,119.91,79.79,2262.0,22.87,2491.25,205.31,360.74,Beginner,64.66382427138247
26.08,Male,56.08,1.68,181.72,129.25,53.91,19.20416321448735,2.91,3.0,1.0,19.87,2.0,264.01,106.76,71.24,1550.0,17.23,1936.45,266.61,340.36,Advanced,45.31030526931549
39.01,Female,63.2,1.71,178.11,125.6,56.06,21.918643031421656,2.7,4.02,2.99,21.61,2.0,166.28,66.53,44.4,1823.0,19.42,1376.02,63.52,341.07,Beginner,49.34741760414151
56.94,Male,95.92,1.74,198.86,143.96,53.73,32.24353491425089,2.79,2.98,2.0,31.68,3.01,206.36,82.09,55.1,2477.0,14.2,2070.97,18.55,338.78,Advanced,64.99200131025054
25.34,Female,40.99,1.62,193.39,144.03,64.23,19.443152961234027,2.12,4.0,1.99,15.62,2.0,170.89,68.77,45.36,1051.0,41.34,2095.14,135.65,335.35,Advanced,33.020251601190175
54.1,Female,85.33,1.93,170.97,162.79,50.97,23.10356745692281,3.5,4.98,2.99,22.91,2.01,261.59,104.15,69.59,2480.0,16.91,1061.96,33.96,348.28,Advanced,65.61572588900776
22.96,Female,88.13,1.92,163.44,129.05,57.99,26.732749755532662,3.5,4.99,2.99,23.91,2.01,203.04,80.57,54.16,2443.0,43.41,681.98,136.4,346.49,Intermediate,64.57042764044907
22.0,Male,61.79,1.52,168.98,166.08,61.05,26.095527251966367,2.71,5.02,3.02,26.74,3.0,306.07,121.08,81.55,1706.0,1.1,90.08,170.3,362.03,Beginner,45.66557371100998
22.79,Female,81.37,1.8,178.16,126.01,59.12,24.03012118699894,3.5,4.04,2.99,25.11,3.01,215.52,87.03,57.76,2193.0,18.47,147.85,61.66,364.14,Advanced,61.816690390138966
33.86,Female,69.08,1.53,166.83,134.0,59.12,30.378939887869603,2.11,2.0,1.0,29.51,2.0,271.42,107.24,72.53,1808.0,39.92,1833.88,166.53,334.1,Beginner,48.09422832545968
49.98,Female,73.78,1.55,182.79,145.02,74.33,30.27636422693077,2.11,2.98,1.0,30.71,1.99,194.33,76.57,51.47,2161.0,4.45,1855.38,235.6,344.97,Intermediate,51.442098473370486
51.28,Female,64.1,1.8,191.11,131.0,71.98,23.99848064711521,2.71,4.01,2.0,19.78,2.01,199.94,81.14,53.52,1757.0,45.39,565.24,43.35,338.77,Beginner,48.71697390519915
41.88,Male,63.49,1.71,173.01,168.91,61.92,23.496672879005768,1.8,3.02,1.99,21.71,1.99,301.0,119.96,79.88,1818.0,31.59,1152.66,38.58,268.83,Advanced,48.57196238911924
40.84,Male,43.33,1.77,182.03,165.06,58.09,18.81515411386088,1.59,3.01,1.0,13.83,1.98,276.68,110.93,73.69,1256.0,47.47,343.37,292.26,164.19,Advanced,35.17739372246408
59.19,Female,85.78,1.67,190.35,144.0,70.95,31.76210867099381,3.48,5.0,3.03,30.76,1.99,213.8,85.28,57.69,2243.0,39.93,1037.04,182.1,366.77,Advanced,58.53446318202151
18.48,Female,115.09,1.97,191.98,127.91,59.87,34.70242729513969,2.6,2.97,1.0,29.66,3.0,234.17,93.7,62.8,3141.0,10.59,2425.53,118.26,364.0,Beginner,75.15097642602373
25.23,Female,124.12,2.0,180.02,121.08,72.24,32.8264211543203,2.59,3.0,1.01,31.03,3.0,228.42,92.0,61.16,3518.0,4.02,914.08,17.81,369.65,Intermediate,83.37584606325764
47.42,Male,39.18,1.76,173.29,132.23,62.95,18.489875341143964,2.18,2.99,1.0,12.65,3.99,251.09,100.43,66.98,1116.0,11.48,2243.8,72.11,334.05,Intermediate,31.935666841339792
34.13,Female,87.78,1.64,197.34,147.17,70.19,33.69383566149563,3.49,4.01,3.0,32.64,3.0,246.24,98.37,65.52,2406.0,36.77,1179.36,191.54,338.02,Advanced,58.20355105633913
21.14,Male,87.02,1.86,162.98,129.33,57.86,27.504163924514312,2.6,3.01,2.0,25.15,3.04,199.49,78.64,53.01,2277.0,32.68,338.23,118.98,354.24,Intermediate,63.08587655288764
40.54,Male,72.65,1.96,161.99,167.77,50.96,23.53992449884504,2.5,2.01,1.0,18.91,2.0,271.51,107.96,72.41,1954.0,13.16,1555.53,191.08,338.48,Advanced,55.54824485158909
46.02,Female,57.45,1.53,196.5,139.86,61.93,22.254832282218185,2.72,4.03,3.01,24.54,2.0,197.81,79.08,52.25,1620.0,19.07,1869.04,289.53,334.12,Advanced,44.664598853865655
47.6,Male,72.88,1.59,196.44,149.16,63.91,32.65282705305066,2.06,3.01,2.01,28.83,3.98,245.63,97.87,65.56,1864.0,16.59,2201.6,207.4,359.35,Intermediate,49.08261964373668
53.87,Female,67.43,1.54,181.82,139.52,49.91,25.293336927672243,1.49,2.98,1.02,28.43,4.0,387.91,155.94,103.72,1976.0,8.55,310.42,123.24,343.43,Intermediate,50.37470290967062
43.88,Male,98.5,1.83,194.03,129.56,56.07,32.3792353452547,3.49,4.0,1.97,29.41,1.97,234.99,93.34,62.27,2759.0,32.03,2257.25,205.97,355.18,Intermediate,66.60645318492412
40.99,Male,70.93,1.96,162.4,167.39,51.14,23.8941547768114,2.5,1.99,1.0,18.46,2.02,272.87,108.37,72.08,1940.0,12.41,1529.8,191.61,337.3,Intermediate,53.98187601680768
51.14,Male,77.98,1.51,193.42,133.78,74.23,35.0,2.59,3.01,1.01,34.2,3.98,296.76,118.5,79.27,2171.0,25.34,864.58,48.19,348.55,Intermediate,50.687000000000005
45.82,Male,62.61,1.54,196.64,125.32,72.82,27.271557455208697,2.7,3.98,2.98,26.4,2.02,235.36,94.38,63.08,1857.0,46.0,208.02,77.54,339.0,Intermediate,45.53527787729384
41.2,Male,71.89,1.96,162.18,168.16,50.91,20.22826122751516,2.51,1.99,1.01,18.71,1.99,268.89,108.65,71.77,1964.0,12.12,1557.95,189.93,338.2,Beginner,57.34790300353936
42.52,Female,62.33,1.58,165.25,149.12,50.06,26.772940163276854,2.72,4.99,2.99,24.97,4.0,341.01,135.87,91.36,1702.0,31.28,395.2,177.76,367.5,Advanced,45.64242639622954
28.0,Female,78.65,1.63,185.07,153.5,58.84,31.868037660879203,1.8,3.02,1.99,29.6,2.99,184.0,73.94,48.98,2034.0,15.7,420.72,125.94,337.57,Advanced,53.58578837971852
18.27,Male,54.74,1.68,176.08,158.0,71.16,20.71442246289375,2.21,3.98,1.97,19.39,4.01,255.52,101.72,68.35,1705.0,18.77,1404.13,127.51,338.64,Advanced,43.40092514381197
33.68,Female,46.6,1.61,195.93,161.04,68.72,20.91406932364445,1.7,3.02,2.0,17.98,2.02,234.12,92.76,62.31,1113.0,10.04,1407.22,251.85,341.56,Intermediate,36.85404369518169
33.99,Male,110.94,1.86,188.38,138.79,61.77,32.49470024641541,3.6,2.02,1.01,32.07,3.01,233.88,93.44,62.68,3110.0,23.79,2423.48,260.28,358.19,Beginner,74.89037954662675
58.0,Female,53.09,1.79,173.01,168.69,52.06,16.917195565563677,3.02,3.01,1.0,16.57,2.98,220.7,87.55,58.06,1502.0,15.38,1058.41,231.48,334.94,Intermediate,44.10866087424225
34.78,Female,70.04,1.79,184.95,124.91,62.96,18.86903209723072,2.29,2.99,2.01,21.86,3.01,299.23,119.35,79.0,1885.0,50.2,1049.06,207.7,348.94,Advanced,56.82412991909961
55.42,Male,75.01,1.67,188.04,167.3,50.86,27.93289085830836,2.2,2.02,1.0,26.9,2.0,320.89,127.31,84.75,1920.0,44.32,149.22,145.71,180.49,Advanced,54.057538567182895
23.48,Male,59.34,1.5,199.08,131.94,59.75,27.980390663759508,1.99,2.99,2.03,26.37,4.0,350.69,140.92,93.53,1892.0,38.4,275.36,61.99,367.24,Advanced,42.73643618012511
28.83,Male,80.93,1.98,160.42,145.23,49.75,21.61765926056188,3.51,5.01,3.01,20.64,2.99,243.28,96.65,64.55,2308.0,26.68,1850.8,258.1,335.8,Intermediate,63.43482836042728
52.18,Female,73.86,1.63,173.86,150.16,50.0,27.73838491927936,3.7,3.02,2.02,27.8,3.0,306.14,122.5,81.95,1961.0,11.49,515.98,256.06,330.63,Intermediate,53.37242889862026
56.78,Female,75.73,1.63,160.55,131.52,59.94,29.944854193276047,2.31,3.01,1.0,28.5,2.97,181.78,73.08,48.76,2170.0,28.61,1103.11,172.37,335.45,Advanced,53.05276191943205
44.21,Female,82.59,1.79,166.75,155.15,69.7,26.34921390746143,3.5,5.02,3.0,25.78,4.02,374.84,150.43,100.29,2233.0,22.43,1715.67,181.11,346.43,Advanced,60.828184233827606
54.0,Female,72.44,1.78,163.34,149.13,72.0,24.960070098986005,1.81,1.97,1.0,22.86,3.98,234.61,94.26,63.15,1654.0,26.97,2141.35,243.53,353.18,Beginner,54.35892522029453
45.1,Female,50.8,1.79,181.96,129.92,58.86,21.44852998066416,2.49,2.01,1.0,15.85,3.01,197.26,77.7,52.1,1207.0,39.82,538.11,79.53,342.74,Intermediate,39.90414676982261
36.17,Female,112.57,1.63,163.64,134.85,58.0,35.0,3.41,3.99,2.02,42.37,3.03,198.48,79.2,53.02,2928.0,2.0,632.15,245.35,351.41,Advanced,73.1705
51.59,Female,73.99,1.63,174.43,150.12,49.99,27.50022864395188,3.71,2.98,2.01,27.85,3.0,307.7,123.38,82.03,2070.0,10.93,532.59,257.14,330.38,Advanced,53.64258082634
23.05,Male,70.94,1.72,163.94,168.71,74.06,25.992054966682566,1.51,1.98,1.0,23.98,3.01,283.52,112.79,75.52,1807.0,22.66,506.14,240.92,341.93,Intermediate,52.50123620663539
52.05,Female,86.04,1.74,181.77,144.86,56.0,26.964141984985005,3.48,4.0,2.98,28.42,3.01,257.42,101.06,67.69,2453.0,5.32,844.82,292.29,338.17,Beginner,62.84005223611891
39.51,Male,60.05,1.83,170.2,153.6,58.75,20.134191487256743,2.29,4.0,2.02,17.93,2.02,217.06,86.96,58.06,1831.0,2.22,276.63,198.77,355.06,Beginner,47.95941801190232
43.1,Male,72.64,1.88,176.04,141.53,62.93,22.03575286771196,3.3,3.02,1.0,20.55,2.0,331.99,132.95,88.52,1980.0,16.1,1482.75,20.28,364.75,Beginner,56.63322911689404
34.11,Male,69.31,1.53,166.75,133.69,59.08,28.686063831667177,2.09,2.01,1.03,29.61,1.99,270.06,107.92,71.65,1815.0,40.53,1843.26,167.04,335.62,Intermediate,49.42768915827149
26.87,Female,88.98,1.87,168.67,152.94,61.86,25.44027548699484,3.53,4.97,3.01,25.45,2.01,205.77,82.13,54.58,2567.0,35.72,451.01,119.54,361.24,Intermediate,66.343242871672
22.81,Male,40.59,1.76,167.43,145.24,60.92,16.514431462243376,2.09,2.99,1.0,13.1,2.0,298.88,120.02,80.0,781.0,19.29,1314.79,27.41,326.16,Beginner,33.886792269475414
21.89,Male,62.19,1.84,160.96,139.89,64.82,22.96524787224397,2.33,2.99,1.0,18.37,3.02,213.0,84.52,56.31,1875.0,17.2,80.45,37.33,355.47,Intermediate,47.90791234825148
18.04,Male,64.58,1.55,184.15,160.68,59.0,24.74570156231859,2.2,2.99,2.03,26.88,2.01,238.01,95.26,63.74,1784.0,48.3,1936.37,164.66,360.51,Intermediate,48.599225931054654
37.67,Female,77.11,1.58,198.93,129.7,52.99,32.47889422068493,2.29,2.0,1.0,30.89,3.99,205.21,82.13,54.26,2003.0,7.74,1810.64,284.88,349.18,Intermediate,52.06552466642985
23.87,Female,72.11,1.76,175.09,127.11,67.9,27.89866892160947,1.49,2.99,1.0,23.28,1.99,216.03,86.6,58.06,1963.0,18.84,1732.29,10.69,369.53,Beginner,51.99226984062741
57.07,Female,111.7,1.61,195.44,165.34,61.19,35.0,2.7,2.98,2.02,43.09,3.0,169.53,67.98,45.02,2930.0,33.69,751.03,175.35,280.47,Advanced,72.605
46.52,Female,50.26,1.69,178.22,147.33,64.01,18.37512371173652,1.67,2.98,1.99,17.6,2.01,250.96,99.48,66.62,1421.0,15.33,423.59,200.34,359.88,Beginner,41.024662822481226
30.9,Female,52.41,1.76,172.06,133.04,69.05,18.216432508518963,1.79,3.98,2.0,16.92,2.0,172.35,68.28,45.64,1517.0,28.17,1287.63,31.98,363.84,Intermediate,42.862767722285206
20.05,Male,71.08,1.69,166.91,163.19,52.14,27.437762528561525,2.28,3.02,2.0,24.89,2.02,272.85,108.89,72.68,1767.0,41.29,570.0,107.18,331.59,Advanced,51.57723839469847
22.83,Male,64.73,1.7,187.18,124.77,72.14,24.45074169513886,1.71,1.99,1.0,22.4,2.0,192.72,76.88,51.4,1719.0,23.44,1762.89,14.04,346.55,Advanced,48.90303490073662
45.86,Male,44.88,1.77,184.99,162.19,58.03,14.503980011923735,3.58,3.0,2.01,14.33,2.98,237.16,95.87,63.98,1264.0,21.72,2448.9,240.98,342.36,Beginner,38.37061377064863
42.87,Female,96.34,1.85,185.91,157.18,63.67,29.70670008876202,3.39,2.0,1.03,28.15,2.98,253.58,100.55,66.93,2558.0,47.8,2291.47,82.87,367.39,Beginner,67.72056513448668
46.03,Male,60.7,1.71,180.95,153.39,61.14,22.356384405735785,2.72,3.97,2.99,20.76,1.99,181.16,71.61,47.87,1871.0,43.58,2483.74,108.73,338.45,Advanced,47.12967466571838
40.93,Female,64.63,1.57,166.45,123.28,53.41,25.775319758137325,2.45,4.0,1.98,26.22,3.02,290.46,117.8,77.85,1811.0,37.88,984.32,53.33,333.76,Beginner,47.97141084031584
53.76,Female,64.12,1.69,188.01,130.91,68.88,26.283863223753443,2.7,3.98,2.99,22.45,4.01,184.96,73.57,48.81,1756.0,19.38,628.3,56.22,338.11,Beginner,47.2667869009293
58.77,Male,88.23,1.76,187.27,167.97,73.95,28.232147205788383,3.03,3.0,1.99,28.48,3.99,291.92,115.91,77.95,2263.0,20.3,1563.79,294.44,336.82,Beginner,63.32077652033291
22.32,Male,45.6,1.77,164.18,139.08,72.96,17.467996820801822,2.4,2.99,1.02,14.56,3.99,236.98,94.36,62.75,1305.0,44.15,1254.92,261.95,347.76,Intermediate,37.63459344971437
34.42,Female,56.19,1.77,191.91,138.17,59.08,20.46414741269075,2.69,4.98,2.99,17.94,1.98,240.47,96.59,64.36,1680.0,4.87,1089.12,179.54,330.47,Intermediate,44.69119556880906
19.21,Male,59.88,1.59,184.29,127.63,52.98,27.98771547599656,2.18,2.02,1.0,23.69,1.98,204.89,81.5,54.56,1479.0,36.33,1832.58,269.63,249.83,Advanced,43.120955972973256
18.25,Male,64.04,1.59,184.56,125.3,49.92,24.6940116068016,2.68,4.0,3.03,25.33,1.99,215.36,86.7,57.83,1828.0,44.95,2423.34,26.53,353.93,Advanced,48.225954967004256
53.92,Male,64.56,1.69,188.52,131.11,69.08,21.63538507174624,2.72,3.98,2.98,22.6,3.97,185.54,73.97,49.29,1840.0,19.46,613.12,57.6,338.82,Advanced,50.59219539768064
49.42,Female,84.66,1.68,196.99,162.97,74.04,28.84591764757108,3.49,4.01,3.01,30.0,2.99,229.4,91.73,61.47,2197.0,20.75,1559.75,180.46,346.81,Advanced,60.239046119566325
40.02,Female,57.43,1.98,197.85,137.95,73.96,23.93002215999797,2.51,3.0,1.98,14.65,2.99,354.47,141.55,94.21,1389.0,10.21,1770.96,189.81,366.37,Intermediate,43.68698827351316
44.86,Male,45.99,1.79,175.88,167.73,55.16,19.060615082377662,2.4,2.97,2.01,14.35,2.0,209.71,82.76,55.46,1335.0,26.44,38.81,295.16,366.02,Intermediate,37.22402312361452
20.92,Male,101.06,1.84,181.01,131.37,50.16,30.27929508094055,3.29,1.99,1.01,29.85,3.0,170.09,68.62,45.18,2537.0,11.34,1522.19,288.29,376.35,Intermediate,70.45974439120148
45.13,Female,92.13,1.91,175.19,142.71,55.03,27.307348018160788,3.72,3.02,2.02,25.25,3.02,242.63,97.33,65.41,2555.0,20.13,388.56,71.39,359.89,Intermediate,66.97174027086845
