,Age,Gender,Weight_kg,Height_m,Fat_Percentage,Water_Intake_liters,Workout_Frequency_days_per_week,Experience_Level,BMI,Burns_Calories_per_30_min,Difficulty_Level,Workout,lean_mass_kg
3945,51.71,Male,57.49,1.56,27.9321762754615,2.72,3.97,3.0,23.62,353.08,Intermediate,Triceps dips,41.43179185923719
3946,56.02,Male,90.56,1.61,35.0,2.31,2.98,2.01,34.94,342.56,Advanced,Hammer curls,58.864
3947,49.05,Male,41.34,1.52,22.95698581365496,2.2,2.99,1.0,17.89,341.05,Advanced,Romanian deadlifts,31.849582064635047
3948,59.01,Female,84.69,1.67,28.710839759830392,3.5,5.02,3.01,30.37,367.62,Advanced,Face pulls,60.37478980739964
3949,56.84,Female,68.15,1.56,31.34081890424976,1.6,3.97,2.02,28.0,334.41,Advanced,Face pulls,46.791231916753794
3950,27.63,Male,109.13,1.79,35.0,2.12,3.96,1.99,34.06,373.6,Advanced,Dumbbell rows,70.9345
3951,40.46,Female,81.4,1.76,27.629924000339983,3.52,4.99,3.01,26.28,347.44,Intermediate,Seated calf raises,58.90924186372325
3952,21.5,Female,59.55,1.7,23.13755835629703,2.69,5.03,2.98,20.61,367.72,Advanced,Concentration curls,45.77158399882512
3953,30.96,Male,61.88,1.76,20.449321715984937,2.7,3.98,3.0,19.98,356.21,Intermediate,Donkey kicks,49.22595972214853
3954,47.55,Male,80.42,1.77,27.700879063932387,3.51,3.95,2.99,25.67,348.84,Intermediate,Romanian deadlifts,58.14295305678557
3955,54.27,Male,58.72,1.59,23.20652324688584,1.9,1.98,1.0,23.23,354.6,Beginner,Plate pinch,45.09312954942864
3956,51.33,Male,57.87,1.77,21.93710307223336,2.1,4.02,2.0,18.47,346.49,Intermediate,Barbell rows,45.17499845209856
3957,24.49,Male,52.45,1.7,20.62759341921896,2.1,2.99,1.04,18.15,355.56,Intermediate,Barbell squats,41.63082725161966
3958,39.04,Female,63.64,1.56,28.72982917492492,2.39,1.98,1.0,26.15,339.45,Intermediate,Skull crushers,45.35633671307778
3959,50.94,Male,49.12,1.77,18.210008491331106,3.5,1.99,1.01,15.68,335.97,Advanced,Barbell hip thrusts,40.17524382905816
3960,36.75,Female,77.37,1.82,22.140415780682105,2.81,3.99,1.99,23.36,344.63,Advanced,Plate pinch,60.23996031048625
3961,57.72,Female,58.12,1.66,24.108337587299395,2.91,2.01,1.01,21.09,334.73,Intermediate,Lateral raises,44.108234194261584
3962,43.31,Male,82.72,1.85,24.83067008386356,3.11,4.0,2.0,24.17,370.76,Beginner,Hanging leg raises,62.18006970662806
3963,52.93,Male,68.9,1.97,19.60007388144217,2.12,2.99,2.0,17.75,367.84,Beginner,Hyperextensions,55.39554909568635
3964,48.36,Male,71.57,1.64,27.64910977781468,1.91,4.01,1.99,26.61,345.29,Advanced,Fat grip dumbbell curl,51.78153213201804
3965,22.74,Female,59.95,1.59,24.28115468084602,2.71,4.01,2.99,23.71,353.75,Beginner,Cable crossovers,45.393447768832814
3966,32.36,Female,68.41,1.66,25.824076949039515,2.31,3.98,2.0,24.83,274.45,Intermediate,Hammer curl,50.74374895916206
3967,22.18,Female,45.35,1.72,14.623747326652548,1.78,4.01,2.0,15.33,329.25,Advanced,Bent-over rows,38.71813058736307
3968,32.86,Male,46.18,1.5,21.701496428370195,1.71,2.96,1.0,20.52,336.56,Intermediate,Leg press,36.158248949378645
3969,39.76,Female,69.9,1.55,31.0116914170786,1.51,2.95,1.0,29.09,353.04,Beginner,Hammer curl,48.22282769946206
3970,21.09,Female,86.46,1.86,30.279816336765546,2.61,3.04,2.0,24.99,354.95,Advanced,Dumbbell flyes,60.2800707952325
3971,50.17,Male,67.11,1.75,21.994862131383748,2.7,3.03,1.0,21.91,335.19,Advanced,Barbell curls,52.34924802362836
3972,39.15,Male,60.83,1.65,24.19601862950784,1.69,2.96,1.0,22.34,328.54,Beginner,Barbell hip thrusts,46.111561867670375
3973,34.27,Female,92.2,1.76,32.42831811266752,3.51,3.02,1.02,29.76,357.45,Advanced,Seated cable rows,62.30109070012055
3974,52.11,Female,61.04,1.69,21.692716715912084,2.7,4.0,3.0,21.37,334.55,Intermediate,Face pulls,47.798765716607264
3975,59.35,Female,77.95,1.92,26.055273445205334,2.71,2.99,1.01,21.15,343.81,Beginner,Bent-over lateral raises,57.63991434946245
3976,50.06,Male,56.29,1.59,25.97794991681253,2.61,3.0,1.02,22.27,349.54,Beginner,Dumbbell front raises,41.66701199182623
3977,55.16,Female,86.24,1.77,26.58356954162698,2.79,3.02,2.02,27.53,337.04,Beginner,Seated cable rows,63.31432962730089
3978,37.5,Male,48.42,1.67,22.0407905422208,2.99,1.98,1.01,17.36,352.05,Advanced,Decline dumbbell press,37.74784921945669
3979,23.13,Female,114.71,1.6,35.0,2.69,3.98,1.99,44.81,351.77,Beginner,Face pulls,74.5615
3980,26.67,Male,69.98,1.76,29.551660749780705,1.97,2.97,1.01,22.59,331.17,Beginner,Bird dog,49.29974780730346
3981,42.73,Male,55.36,1.82,21.51014513425173,2.0,2.99,1.01,16.71,331.48,Beginner,Bicep Curls,43.45198365367824
3982,33.05,Female,113.8,1.99,29.5353597410088,3.4,1.98,1.0,28.74,355.01,Advanced,Pull-ups,80.18876061473198
3983,34.86,Male,62.81,1.63,21.37370628405561,3.7,4.0,1.97,23.64,343.98,Intermediate,Dumbbell front raises,49.38517508298467
3984,52.17,Female,47.95,1.86,15.610952615175314,2.8,3.03,1.98,13.86,326.76,Advanced,Barbell rows,40.46454822102344
3985,55.67,Male,68.83,1.68,24.657435341600603,2.1,2.0,1.0,24.39,335.83,Beginner,Incline cable crossovers,51.8582872543763
3986,33.85,Male,112.71,1.85,35.0,3.63,4.01,2.01,32.93,351.44,Beginner,Dumbbell flyes,73.2615
3987,50.1,Female,51.3,1.5,25.749044548281383,2.2,3.0,1.0,22.8,349.98,Advanced,Crunches,38.090740146731655
3988,54.95,Male,62.95,1.86,20.73417648914174,2.91,4.05,2.02,18.2,359.5,Beginner,Concentration curls,49.89783590008528
3989,42.94,Male,94.16,1.79,25.946618325329627,3.39,1.99,1.03,29.39,335.87,Intermediate,Face pulls,69.72866418486961
3990,40.78,Male,76.64,1.79,20.719746787674023,2.0,3.97,1.98,23.92,332.4,Advanced,Donkey kicks,60.76038606192663
3991,58.86,Female,89.56,1.62,35.0,3.61,3.0,1.99,34.13,338.55,Advanced,Bent-over lateral raises,58.214000000000006
3992,20.93,Male,76.25,1.65,29.20976474236077,1.69,2.96,2.0,28.01,349.68,Advanced,Pull-ups,53.97755438394992
3993,40.49,Female,62.4,1.53,24.56697147450356,2.7,5.0,3.0,26.66,356.5,Intermediate,Standing calf raises,47.070209799909776
3994,57.06,Male,83.86,1.65,28.940394532844813,3.51,4.01,2.96,30.8,339.85,Beginner,Fat grip dumbbell curl,59.59058514475634
3995,49.66,Male,72.96,1.55,31.790087784585754,2.11,2.99,1.01,30.37,344.25,Intermediate,Decline cable crossovers,49.76595195236623
3996,18.5,Male,66.89,1.75,24.30785908657151,1.71,2.01,1.0,21.84,367.35,Beginner,Preacher curls,50.63047305699232
3997,46.99,Male,43.05,1.62,19.315123476253945,2.28,2.97,1.01,16.4,329.09,Advanced,Decline cable crossovers,34.73483934347267
3998,24.1,Male,87.19,1.74,30.367262224206154,3.5,4.03,3.02,28.8,359.71,Intermediate,Incline cable crossovers,60.71278406671465
3999,18.7,Female,46.24,1.63,20.76929923270975,1.59,3.97,1.98,17.4,333.18,Intermediate,Dumbbell front raises,36.63627603479502
4000,18.05,Male,67.22,1.57,30.169375262157345,2.2,3.01,2.02,27.27,343.4,Advanced,Close-grip bench press,46.94014594877783
4001,39.14,Male,49.74,1.61,19.79222228688112,2.5,1.99,1.0,19.19,328.06,Intermediate,Decline cable crossovers,39.89534863450533
4002,55.13,Female,70.24,1.61,29.51084226519309,1.8,3.02,1.0,27.1,345.93,Advanced,Plate pinch,49.51158439292837
4003,19.44,Male,82.55,1.96,23.973480366746085,3.52,4.99,3.0,21.49,358.04,Advanced,Decline dumbbell flyes,62.75989195725111
4004,52.25,Male,116.6,1.69,35.0,2.4,1.99,1.0,40.82,359.52,Advanced,Leg press,75.78999999999999
4005,18.0,Male,67.13,1.75,25.784001400715788,1.7,1.99,1.0,21.92,366.78,Advanced,Bent-over rows,49.82119985969948
4006,33.8,Male,110.42,1.86,34.62463427679548,3.59,2.0,1.0,31.92,356.64,Beginner,Seated cable rows,72.18747883156243
4007,25.12,Male,43.0,1.62,19.57485943742966,1.81,4.02,1.99,16.38,334.83,Beginner,Bent-over lateral raises,34.582810441905245
4008,31.98,Female,125.79,1.83,35.0,2.1,3.0,1.99,37.56,362.36,Beginner,Cable crossovers,81.76350000000001
4009,25.98,Male,70.85,1.5,32.782803065952045,2.61,2.05,1.0,31.49,367.82,Intermediate,Bent-over lateral raises,47.62338402777297
4010,45.0,Female,78.3,1.96,27.270987379153325,2.19,3.0,1.0,20.38,354.28,Beginner,Decline cable crossovers,56.94681688212295
4011,58.33,Male,75.2,1.78,23.986916332949374,2.5,3.98,1.98,23.73,348.47,Beginner,Wrist extension,57.16183891762208
4012,59.05,Female,50.02,1.95,16.243165091582384,3.4,3.01,1.0,13.15,330.77,Intermediate,Barbell rows,41.89516882119049
4013,50.97,Male,87.95,1.62,35.0,3.49,3.97,2.99,33.51,354.13,Advanced,Hanging leg raises,57.1675
4014,59.22,Female,121.67,1.9,35.0,3.11,3.0,1.03,33.7,341.3,Intermediate,Russian twists,79.08550000000001
4015,47.66,Male,72.86,1.83,25.79056867667688,2.8,3.98,2.01,21.76,359.87,Intermediate,Wrist curl,54.068991662173225
4016,18.68,Male,64.79,1.63,23.67099971472785,2.7,5.0,3.03,24.39,344.69,Advanced,Bicycle crunches,49.45355928482783
4017,34.75,Male,69.37,1.79,20.38925245194024,2.31,3.02,1.98,21.65,349.56,Beginner,Bird dog,55.22597557408906
4018,25.32,Male,65.04,1.77,23.56181985922781,2.62,3.02,1.0,20.76,350.7,Advanced,Leg extensions,49.71539236355824
4019,45.8,Male,61.04,1.71,21.94421947972709,2.71,3.98,3.01,20.87,338.75,Beginner,Leg press,47.645248429574586
4020,40.26,Male,82.6,1.74,28.272274903001247,2.7,2.0,1.01,27.28,365.09,Advanced,Triceps dips,59.247100930120965
4021,56.24,Male,48.7,1.87,17.963914983551753,3.29,3.0,1.02,13.93,336.0,Beginner,Hammer curls,39.9515734030103
4022,55.91,Male,82.6,1.87,23.017992953399904,3.49,5.01,3.03,23.62,346.97,Intermediate,Barbell rows,63.58713782049168
4023,35.96,Female,110.27,1.77,34.62499936533577,3.4,2.01,1.04,35.2,369.43,Intermediate,Skull crushers,72.08901319984425
4024,51.5,Female,70.31,1.69,25.507991753823912,2.21,3.0,1.03,24.62,337.68,Intermediate,Romanian deadlifts,52.37533099788641
4025,35.74,Male,87.69,1.71,27.6624537713406,3.5,4.98,3.02,29.99,346.03,Beginner,Barbell curls,63.43279428791143
4026,51.36,Female,104.83,1.62,35.0,3.21,2.98,1.01,39.94,349.63,Intermediate,Decline cable crossovers,68.1395
4027,38.13,Female,88.95,1.79,29.68404388824531,3.5,5.02,2.99,27.76,371.89,Advanced,Overhead triceps extensions,62.5460429614058
4028,55.83,Female,89.64,1.61,32.714129971692664,2.31,3.0,2.01,34.58,342.67,Beginner,Bird dog,60.315053893374696
4029,42.05,Male,62.95,1.98,21.6256318394482,3.39,4.02,2.0,16.06,329.17,Advanced,Bicep Curls,49.33666475706736
4030,43.3,Male,83.51,1.95,25.410818355099,3.51,4.96,2.98,21.96,338.42,Intermediate,Leg press,62.28942559165683
4031,47.39,Male,44.23,1.62,22.65564262660486,2.32,2.99,1.01,16.85,329.26,Intermediate,Fat grip dumbbell curl,34.20940926625267
4032,23.07,Male,60.99,1.62,22.611514515778023,2.69,5.01,2.99,23.24,353.58,Beginner,Plank,47.199237296826986
4033,57.58,Female,46.58,1.67,20.11724095673253,1.79,4.01,1.98,16.7,361.23,Intermediate,Face pulls,37.20938916235399
4034,59.08,Female,54.01,1.75,19.152015050875068,2.79,4.05,2.01,17.64,195.28,Advanced,Hyperextensions,43.66599667102237
4035,41.86,Female,85.42,1.81,23.678442368096096,3.5,4.98,2.99,26.07,358.53,Intermediate,Dumbbell flyes,65.19387452917232
4036,45.79,Female,45.34,1.77,18.227919515923872,3.62,3.01,2.01,14.47,342.75,Beginner,Plank,37.07546129148012
4037,50.0,Female,45.77,1.67,16.298871654945803,2.81,4.03,1.96,16.41,353.12,Intermediate,Dumbbell front raises,38.31000644353131
4038,56.09,Female,55.48,1.92,21.20628684735344,3.2,3.01,1.01,15.05,332.54,Intermediate,Bicycle crunches,43.71475205708831
4039,44.94,Female,46.48,1.79,14.711213729272927,2.39,2.99,2.01,14.51,365.31,Intermediate,Wrist extension,39.64222785863394
4040,49.61,Male,80.02,1.77,24.725586791099367,3.49,4.0,3.01,25.54,355.54,Beginner,Concentration curls,60.234585449762285
4041,29.92,Male,121.77,2.0,30.230375146991985,3.3,4.02,2.0,30.44,348.79,Advanced,Triceps pushdowns,84.95847218350787
4042,38.81,Female,63.87,1.71,22.91864530320559,2.71,3.99,2.99,21.84,340.79,Beginner,Barbell squats,49.23186124484259
4043,52.49,Female,105.46,1.62,35.0,3.22,2.99,1.0,40.18,347.56,Intermediate,Bicep Curls,68.54899999999999
4044,18.0,Male,82.25,1.84,24.38560201678225,3.5,5.01,3.0,24.29,345.21,Intermediate,Leg press,62.19284234119659
4045,32.81,Female,55.86,1.61,26.15142902965377,2.67,4.01,3.01,21.55,338.62,Intermediate,Barbell squats,41.2518117440354
4046,41.05,Female,64.89,1.57,32.30560405737461,2.41,3.96,1.97,26.33,333.43,Advanced,Bicep Curls,43.92689352716961
4047,40.89,Female,82.98,1.79,25.714633246409896,3.48,4.0,2.98,25.9,347.36,Advanced,Donkey kicks,61.641997332129066
4048,44.05,Female,66.15,1.8,23.223253734929816,2.71,2.0,1.0,20.42,314.58,Intermediate,Chest flyes,50.78781765434393
4049,37.1,Female,73.0,1.75,22.668524003150548,1.91,2.99,1.96,23.84,333.13,Advanced,Romanian deadlifts,56.4519774777001
4050,33.17,Female,78.28,1.71,23.72314751795372,2.11,3.0,1.0,26.77,364.88,Intermediate,Chest flyes,59.70952012294583
4051,41.01,Female,61.78,1.64,20.14980005863196,2.7,3.98,2.99,22.97,351.89,Beginner,Triceps pushdowns,49.33145352377718
4052,55.66,Male,117.51,1.9,35.0,3.21,2.01,1.01,32.55,351.77,Advanced,Hanging leg raises,76.3815
4053,38.2,Female,61.83,1.96,21.412690568215883,2.79,3.0,1.0,16.09,337.12,Advanced,Decline cable crossovers,48.59053342167211
4054,23.27,Female,67.7,1.61,27.20982532703245,1.83,2.04,1.0,26.12,336.74,Intermediate,Barbell curls,49.27894825359904
4055,24.23,Male,88.5,1.79,29.24417407145928,3.51,4.0,3.01,27.62,350.08,Advanced,Bicep Curls,62.61890594675855
4056,29.63,Male,99.98,1.68,35.0,2.92,4.02,1.98,35.42,370.02,Intermediate,Decline dumbbell flyes,64.98700000000001
4057,57.18,Female,51.54,1.63,24.448222622195416,2.0,4.02,1.97,19.4,340.7,Beginner,Close-grip bench press,38.93938606052048
4058,30.81,Female,77.67,1.71,26.59989979317177,1.78,3.98,2.0,26.56,353.43,Advanced,Lateral raises,57.00985783064349
4059,18.79,Male,73.16,1.75,26.423304908817776,1.69,3.98,1.99,23.89,338.33,Intermediate,Triceps dips,53.82871012870892
4060,41.02,Male,51.42,1.8,21.233607049375905,2.12,4.01,2.03,15.87,359.51,Advanced,Overhead triceps extensions,40.50167925521091
4061,39.91,Male,59.94,1.88,19.466991919576778,3.0,2.99,2.01,16.96,339.98,Advanced,Preacher curls,48.27148504340568
4062,33.97,Female,67.97,1.5,28.638149922356995,2.09,4.0,1.99,30.21,343.68,Intermediate,Triceps dips,48.504649497773954
4063,19.9,Female,124.88,1.82,35.0,3.19,2.97,1.99,37.7,367.02,Advanced,Bicep Curls,81.172
4064,33.5,Male,77.97,1.71,29.4505148072314,2.11,3.0,1.01,26.66,364.97,Beginner,Face pulls,55.00743360480168
4065,47.14,Male,66.04,1.71,25.739417044379955,2.89,3.01,1.0,22.58,347.34,Advanced,Donkey kicks,49.04168898389148
4066,55.5,Male,64.12,1.69,21.111327506188044,2.71,4.99,3.0,22.45,330.95,Intermediate,Skull crushers,50.58341680303223
4067,49.99,Male,52.06,1.84,17.844889373146792,3.12,4.0,1.98,15.38,346.61,Intermediate,Concentration curls,42.76995059233978
4068,55.62,Male,58.8,1.68,21.58847021168988,2.71,5.0,3.01,20.83,294.8,Beginner,Leg raises,46.10597951552635
4069,58.33,Male,74.72,1.69,28.83156016512561,2.31,4.03,2.02,26.16,331.32,Intermediate,Face pulls,53.17705824461815
4070,39.11,Male,56.22,1.6,29.626901199466857,1.98,2.02,1.0,21.96,330.12,Beginner,Decline cable crossovers,39.56375614565973
4071,46.06,Female,57.1,1.6,26.097866764686028,1.6,2.99,1.0,22.3,348.63,Beginner,Barbell hip thrusts,42.19811807736428
4072,46.86,Male,49.88,1.69,20.797369534778174,1.69,3.01,1.98,17.46,358.72,Intermediate,Dumbbell rows,39.506272076052646
4073,30.62,Female,79.73,1.54,35.0,2.32,3.99,2.0,33.62,329.14,Advanced,Leg curls,51.82450000000001
4074,52.1,Female,70.68,1.72,22.35496036374032,2.6,2.98,2.01,23.89,336.29,Advanced,Towel pull-up,54.87951401490835
4075,54.05,Male,73.21,1.78,25.33358586800398,1.79,1.98,1.0,23.11,353.74,Advanced,Face pulls,54.66328178603428
4076,33.69,Female,64.29,1.61,25.167302963923245,2.71,5.0,3.0,24.8,364.75,Beginner,Barbell rows,48.10994092449375
4077,35.81,Female,57.9,1.77,21.916340016822502,2.69,3.97,3.01,18.48,359.03,Beginner,Cable crossovers,45.21043913025977
4078,30.03,Female,78.37,1.77,27.420428089589823,2.6,3.99,1.99,25.02,351.35,Advanced,Skull crushers,56.88061050618846
4079,30.19,Female,59.44,1.63,21.4428376787461,2.72,4.0,2.99,22.37,353.06,Intermediate,Close-grip bench press,46.69437728375332
4080,19.29,Female,72.9,1.75,25.690089296998305,1.69,4.0,1.99,23.8,337.83,Advanced,Leg press,54.17192490248824
4081,41.19,Male,62.33,1.79,21.13556338633225,2.69,4.99,3.01,19.45,348.14,Intermediate,Dumbbell curls,49.15620334129911
4082,35.76,Male,56.83,1.64,25.25598568315868,1.79,4.0,1.99,21.13,341.47,Beginner,Decline dumbbell press,42.47702333626092
4083,31.01,Female,77.43,1.71,27.639812072186768,1.79,4.03,1.98,26.48,353.1,Intermediate,Face pulls,56.02849351250578
4084,32.31,Male,64.39,1.62,23.754160038675327,3.4,1.99,1.0,24.54,344.74,Intermediate,Dumbbell curls,49.09469635109696
4085,25.68,Male,56.7,1.68,22.88317242283736,2.89,2.97,1.03,20.09,338.65,Intermediate,Plate pinch,43.72524123625122
4086,33.12,Male,40.65,1.63,20.9766325350745,1.51,4.05,1.98,15.3,353.85,Intermediate,Bicep Curls,32.12299887449221
4087,38.01,Female,123.05,1.62,35.0,2.3,4.0,1.99,46.89,381.05,Beginner,Decline dumbbell press,79.9825
4088,48.84,Male,69.87,1.62,26.63361981532366,1.9,4.0,2.02,26.62,339.19,Advanced,Decline dumbbell flyes,51.26108983503336
4089,33.78,Male,101.22,1.71,34.83820362205143,3.19,2.02,1.02,34.62,352.99,Advanced,Standing calf raises,65.95677029375953
4090,56.04,Female,40.72,1.8,15.41923194068762,2.12,3.99,2.0,12.57,349.32,Intermediate,Bent-over lateral raises,34.441288753752005
4091,33.72,Male,74.11,1.57,30.11857334702881,2.39,2.99,1.0,30.07,358.21,Intermediate,Fat grip dumbbell curl,51.78912529251695
4092,29.95,Male,77.9,1.77,24.053414430880142,2.6,4.05,2.02,24.87,351.66,Beginner,Barbell rows,59.16239015834438
4093,51.69,Male,117.03,1.69,35.0,2.4,1.99,1.0,40.98,360.19,Beginner,Hammer curl,76.0695
4094,51.86,Female,68.62,1.63,30.75066603846466,2.4,2.98,1.0,25.83,339.18,Advanced,Dumbbell rows,47.51889296440555
4095,45.92,Female,94.37,1.82,29.80957411945841,3.19,2.99,2.0,28.49,343.15,Advanced,Bicep Curls,66.2387049034671
4096,33.81,Male,64.77,1.78,23.453271459180268,1.78,4.0,2.01,20.44,364.87,Intermediate,Decline cable crossovers,49.57931607588894
4097,46.99,Female,81.65,1.83,28.79536474159883,3.41,4.02,2.0,24.38,335.35,Intermediate,Leg raises,58.13858468848456
4098,48.35,Female,115.33,1.86,31.56126478620445,3.6,2.99,1.0,33.34,349.73,Advanced,Russian twists,78.93039332207042
4099,46.09,Male,108.88,1.64,35.0,3.38,2.98,1.01,40.48,362.41,Beginner,Donkey kicks,70.772
4100,55.7,Female,40.46,1.8,15.737986035178274,2.11,4.01,1.99,12.49,349.53,Beginner,Leg extensions,34.09241085016687
4101,54.82,Male,42.63,1.69,22.928324032101795,2.39,1.97,1.0,14.93,361.79,Intermediate,Wrist curl,32.85565546511501
4102,43.25,Female,55.98,1.79,22.40926544387178,2.69,4.0,2.98,17.47,343.49,Advanced,Skull crushers,43.435293204520576
4103,47.06,Female,84.91,1.86,27.307251098486944,3.5,5.0,2.98,24.54,346.66,Intermediate,Bicycle crunches,61.723413092274725
4104,18.64,Male,64.79,1.53,23.83590301505165,2.7,5.01,2.97,27.68,361.85,Intermediate,Incline cable crossovers,49.34671843654804
4105,53.81,Female,116.33,1.62,35.0,2.29,4.01,2.01,44.33,356.77,Beginner,Incline dumbbell flyes,75.6145
4106,33.75,Female,67.81,1.68,25.78276867719315,3.41,1.98,1.03,24.03,363.75,Intermediate,Chest flyes,50.32670455999532
4107,27.57,Female,108.22,1.79,34.31876449307501,2.08,3.98,1.99,33.78,374.66,Beginner,Incline dumbbell flyes,71.08023306559423
4108,48.81,Female,43.72,1.65,21.40817246282161,1.81,3.97,2.01,16.06,359.46,Intermediate,Incline cable crossovers,34.36034699925439
4109,31.04,Female,53.11,1.76,19.919409087851783,1.8,3.99,2.01,17.15,363.5,Advanced,Plank,42.53080183344192
4110,43.24,Male,82.51,1.85,24.24037728297172,3.12,4.01,2.0,24.11,370.84,Beginner,Fat grip dumbbell curl,62.50926470382003
4111,42.64,Male,80.96,1.78,28.57346167635091,3.5,4.99,3.05,25.55,352.91,Intermediate,Concentration curls,57.8269254268263
4112,35.0,Female,44.19,1.62,16.547059292727855,1.99,2.02,1.0,16.84,336.35,Intermediate,Close-grip bench press,36.87785449854356
4113,45.4,Male,40.85,1.58,19.268904286338987,2.59,1.99,1.0,16.36,338.25,Beginner,Barbell curls,32.978652599030525
4114,36.19,Male,57.47,1.64,22.80153711842649,1.8,3.98,2.01,21.37,340.94,Advanced,Leg curls,44.36595661804029
4115,48.89,Female,114.9,1.91,31.354493473600847,3.21,1.99,1.0,31.5,371.05,Advanced,Face pulls,78.87368699883264
4116,55.49,Female,67.75,1.58,28.031984622778527,1.9,1.99,1.03,27.14,345.91,Advanced,Romanian deadlifts,48.75833041806755
4117,37.41,Female,70.75,1.77,24.668563787139377,1.71,1.97,1.0,22.58,351.34,Beginner,Hyperextensions,53.29699112059889
4118,22.48,Male,107.93,1.74,35.0,2.19,2.01,1.01,35.65,370.78,Intermediate,Seated cable rows,70.15450000000001
4119,29.17,Female,121.25,1.87,34.64387412676793,3.19,4.0,2.01,34.67,363.08,Beginner,Towel pull-up,79.24430262129388
4120,52.91,Female,67.83,1.55,26.01371177604355,2.21,3.98,2.01,28.23,360.85,Intermediate,Military press,50.18489930230966
4121,52.29,Male,44.21,1.62,21.42268127726153,1.62,3.01,1.02,16.85,329.99,Intermediate,Bicep Curls,34.739032607322684
4122,37.07,Female,70.63,1.64,25.93703572895566,1.7,3.01,1.99,26.26,367.42,Beginner,Donkey kicks,52.31067166463861
4123,50.82,Female,48.6,1.76,21.606041675144088,3.49,2.02,1.0,15.69,333.93,Advanced,Bicep Curls,38.09946374587998
4124,34.73,Female,63.71,1.74,21.28992139321176,2.72,4.04,1.99,21.04,341.86,Advanced,Seated calf raises,50.14619108038479
4125,21.68,Male,71.26,1.77,25.390379598776867,1.81,2.98,1.02,22.75,342.67,Advanced,Plate pinch,53.16681549791161
4126,28.91,Male,80.56,1.98,23.887246697453502,3.5,5.0,2.99,20.55,334.7,Beginner,Barbell hip thrusts,61.31643406053146
4127,45.63,Female,103.23,1.77,33.96185828460938,2.89,1.96,1.0,32.95,336.0,Advanced,Barbell hip thrusts,68.17117369279774
4128,41.15,Female,82.03,1.87,23.164887846222747,3.49,4.98,3.0,23.46,343.34,Advanced,Seated cable rows,63.02784249974348
4129,48.57,Male,61.11,1.87,19.38474913052753,3.0,4.01,1.98,17.48,333.66,Beginner,Wrist curl,49.26397980633463
4130,33.56,Male,68.02,1.68,22.78041103416748,3.42,2.0,1.02,24.1,364.14,Advanced,Military press,52.52476441455928
4131,25.01,Male,66.75,1.61,26.70413554937597,3.01,2.01,1.0,25.75,369.78,Beginner,Barbell squats,48.92498952079154
4132,38.01,Male,81.89,1.7,24.52075785571552,3.5,5.01,3.0,28.34,139.1,Beginner,Dumbbell rows,61.80995139195456
4133,42.17,Male,50.25,1.64,24.915134702320216,2.41,2.97,1.0,18.68,366.15,Intermediate,Barbell rows,37.73014481208409
4134,19.01,Female,46.66,1.63,18.2559021834744,1.61,4.01,2.02,17.56,332.35,Advanced,Leg curls,38.14179604119084
4135,28.95,Female,86.77,1.65,31.35942373031673,3.52,4.01,3.03,31.87,348.26,Beginner,Dumbbell curls,59.55942802920417
4136,52.15,Male,85.57,1.8,24.007800307613245,3.52,4.99,2.97,26.41,360.24,Intermediate,Concentration curls,65.02652527677535
4137,18.21,Female,61.03,1.79,22.420398959202377,2.12,2.01,1.0,19.05,329.76,Intermediate,Decline dumbbell flyes,47.34683051519879
4138,42.91,Male,57.57,1.79,22.046295331890526,2.7,4.02,2.97,17.97,342.71,Beginner,Crunches,44.87794777743062
4139,34.04,Male,58.8,1.62,24.994632676305184,2.39,4.0,1.99,22.41,340.8,Advanced,Hammer curls,44.10315598633255
4140,35.82,Female,57.64,1.77,18.76986689258008,2.71,3.96,3.0,18.4,358.09,Advanced,Fat grip dumbbell curl,46.821048723116846
4141,47.0,Male,45.79,1.93,16.24846734314381,2.01,2.99,2.0,12.29,356.92,Beginner,Decline cable crossovers,38.34982680357445
4142,33.23,Male,78.79,1.66,30.578947875411423,1.91,4.0,1.99,28.59,343.25,Advanced,Russian twists,54.69684696896334
4143,44.94,Male,51.89,1.85,17.16701785960464,2.5,3.03,1.0,15.16,310.65,Intermediate,Cable crossovers,42.98203443265116
4144,52.56,Male,104.83,1.99,27.275926627988067,2.0,2.0,1.0,26.47,374.04,Beginner,Dumbbell rows,76.2366461158801
4145,21.9,Female,88.29,1.62,34.759513339834534,3.5,4.99,3.01,33.64,351.23,Intermediate,Wrist extension,57.60082567226009
4146,47.27,Female,45.81,1.93,13.021989592486923,2.0,3.01,1.99,12.3,356.96,Beginner,Concentration curls,39.84462656768174
4147,49.91,Female,42.62,1.53,22.46600572980055,2.39,4.02,2.01,18.21,334.23,Advanced,Decline dumbbell flyes,33.044988357959
4148,19.25,Female,111.09,1.91,26.70055681140649,2.91,2.02,1.0,30.45,363.6,Advanced,Bird dog,81.42835143820854
4149,31.29,Female,60.23,1.77,20.959498517422684,2.69,3.99,3.01,19.22,361.73,Beginner,Bent-over rows,47.60609404295632
4150,19.93,Male,75.99,1.78,28.059339051623752,2.01,3.97,1.98,23.98,351.98,Advanced,Pull-ups,54.66770825467111
4151,28.1,Male,79.2,1.59,31.127730986591764,1.5,2.98,1.99,31.33,358.59,Intermediate,Plate pinch,54.546837058619325
